id,row,area1,area1Id,area1Number,area2,area2Id,area2Number,area3,area3Id,area3Number,area4,area4Id,area4Number,giftbox,brick,glass,shovelProp,drillProp,bombProp
72,24,2_6,11_10_7_0_0_0_0_0_0_6,3_1_2_0_0_0_0_0_0_19,7_11,11_10_7_0_0_0_0_0_0_6,4_1_0_0_0_0_0_0_0_20,12_16,15_14_13_12_11_10_0_0_7_6,3_0_0_1_0_0_0_0_0_21,17_24,15_14_13_12_11_10_0_0_7_6,7_0_1_1_0_0_0_0_1_30,8,5,3,2,0,0
73,24,2_6,11_10_7_0_0_0_0_0_0_6,3_2_0_0_0_0_0_0_0_20,7_11,11_10_7_0_0_0_0_0_0_6,4_1_1_0_0_0_0_0_0_19,12_16,15_14_13_12_11_10_0_0_7_6,2_3_4_1_1_0_0_0_0_14,17_24,15_14_13_12_11_10_0_0_7_6,7_2_3_0_2_0_0_0_1_25,8,5,3,1,2,2
74,24,2_6,11_10_7_0_0_0_0_0_0_6,2_2_1_0_0_0_0_0_0_20,7_11,11_10_7_0_0_0_0_0_0_6,3_2_2_0_0_0_0_0_0_18,12_16,15_14_13_12_11_10_0_0_7_6,2_3_0_0_1_1_0_0_0_18,17_24,15_14_13_12_11_10_0_0_7_6,6_3_8_2_5_2_0_0_9_5,8,5,3,1,0,2
75,25,2_7,11_10_7_0_0_0_0_0_0_6,4_1_0_0_0_0_0_0_0_25,8_13,11_10_7_0_0_0_0_0_0_6,4_3_0_0_0_0_0_0_0_23,14_19,15_14_13_12_11_10_0_0_7_6,4_0_0_2_1_0_0_0_0_23,20_25,15_14_13_12_11_10_0_0_7_6,6_1_0_1_1_0_0_0_0_21,8,5,3,2,1,0
76,25,2_7,11_10_7_0_0_0_0_0_0_6,3_2_6_0_0_0_0_0_0_19,8_13,11_10_7_0_0_0_0_0_0_6,5_1_0_0_0_0_0_0_0_24,14_19,15_14_13_12_11_10_0_0_7_6,4_1_0_1_0_0_0_0_0_24,20_25,15_14_13_12_11_10_0_0_7_6,5_2_2_0_0_0_0_0_1_20,8,5,3,2,1,1
77,25,2_7,11_10_7_0_0_0_0_0_0_6,3_1_3_0_0_0_0_0_0_23,8_13,11_10_7_0_0_0_0_0_0_6,4_2_2_0_0_0_0_0_0_22,14_19,15_14_13_12_11_10_0_0_7_6,5_0_1_0_1_1_0_0_0_22,20_25,15_14_13_12_11_10_0_0_7_6,5_2_3_8_6_2_0_0_3_1,8,5,3,1,1,0
78,25,2_7,11_10_7_0_0_0_0_0_0_6,3_3_1_0_0_0_0_0_0_23,8_13,11_10_7_0_0_0_0_0_0_6,5_1_0_0_0_0_0_0_0_24,14_19,15_14_13_12_11_10_0_0_7_6,3_4_1_7_12_2_0_0_1_0,20_25,15_14_13_12_11_10_0_0_7_6,6_2_1_5_2_2_0_0_8_4,8,5,3,1,0,2
79,25,2_7,11_10_7_0_0_0_0_0_0_6,3_2_1_0_0_0_0_0_0_24,8_13,11_10_7_0_0_0_0_0_0_6,4_1_2_0_0_0_0_0_0_23,14_19,15_14_13_12_11_10_0_0_7_6,4_2_0_1_0_2_0_0_1_20,20_25,16_15_14_13_12_11_10_0_7_6,2_1_1_0_1_1_7_0_1_16,8,5,3,2,1,1
80,26,2_7,11_10_7_0_0_0_0_0_0_6,4_1_2_0_0_0_0_0_0_23,8_13,11_10_7_0_0_0_0_0_0_6,6_0_1_0_0_0_0_0_0_23,14_19,15_14_13_12_11_10_0_0_7_6,5_1_0_0_1_1_0_0_1_21,20_26,16_15_14_13_12_11_10_0_7_6,3_0_0_1_2_2_2_0_2_23,8,5,3,2,0,1
81,26,2_7,11_10_7_0_0_0_0_0_0_6,3_1_7_0_0_0_0_0_0_19,8_13,12_11_10_7_0_0_0_0_0_6,2_0_0_0_0_0_0_0_0_28,14_19,15_14_13_12_11_10_0_0_7_6,4_1_2_12_7_2_0_0_1_1,20_26,16_15_14_13_12_11_10_0_7_6,2_2_0_1_1_1_0_0_0_28,8,5,3,1,0,2
82,26,2_7,11_10_7_0_0_0_0_0_0_6,3_2_1_0_0_0_0_0_0_24,8_13,12_11_10_7_0_0_0_0_0_6,1_1_0_2_0_0_0_0_0_26,14_19,15_14_13_12_11_10_0_0_7_6,6_1_0_0_0_0_0_0_1_22,20_26,16_15_14_13_12_11_10_0_7_6,2_1_1_0_1_0_1_0_0_29,8,5,3,1,2,1
83,26,2_7,11_10_7_0_0_0_0_0_0_6,3_2_1_0_0_0_0_0_0_24,8_13,12_11_10_7_0_0_0_0_0_6,1_0_1_0_0_0_0_0_0_28,14_19,15_14_13_12_11_10_0_0_7_6,6_1_1_0_1_0_0_0_0_21,20_26,16_15_14_13_12_11_10_0_7_6,2_2_3_6_1_1_1_0_13_6,8,5,3,1,0,1
84,26,2_7,11_10_7_0_0_0_0_0_0_6,3_2_4_0_0_0_0_0_0_21,8_13,12_11_10_7_0_0_0_0_0_6,1_1_0_1_0_0_0_0_0_27,14_19,15_14_13_12_11_10_0_0_7_6,7_0_1_0_0_0_0_0_1_21,20_26,16_15_14_13_12_11_10_0_7_6,3_1_0_0_0_0_2_0_0_29,8,5,3,2,2,1
85,27,2_7,11_10_7_0_0_0_0_0_0_6,4_1_1_0_0_0_0_0_0_24,8_13,12_11_10_7_0_0_0_0_0_6,1_0_1_1_0_0_0_0_0_27,14_19,15_14_13_12_11_10_0_0_7_6,5_2_9_3_9_1_0_0_1_0,20_27,16_15_14_13_12_11_10_0_7_6,3_2_3_3_5_1_3_0_2_18,8,5,3,1,2,0
86,27,2_7,11_10_7_0_0_0_0_0_0_6,4_1_0_0_0_0_0_0_0_25,8_13,12_11_10_7_0_0_0_0_0_6,1_1_0_0_0_0_0_0_0_28,14_19,15_14_13_12_11_10_0_0_7_6,5_1_11_5_6_1_0_0_1_0,20_27,16_15_14_13_12_11_10_0_7_6,3_1_0_1_1_1_1_0_0_32,9,5,3,1,2,2
87,27,2_7,11_10_7_0_0_0_0_0_0_6,4_3_0_0_0_0_0_0_0_23,8_13,12_11_10_7_0_0_0_0_0_6,1_1_1_1_0_0_0_0_0_26,14_19,15_14_13_12_11_10_0_0_7_6,5_3_14_4_1_1_0_0_1_1,20_27,16_15_14_13_12_11_10_0_7_6,3_2_0_1_1_1_0_0_0_32,9,5,3,1,0,1
88,27,2_7,11_10_7_0_0_0_0_0_0_6,3_3_1_0_0_0_0_0_0_23,8_13,12_11_10_7_0_0_0_0_0_6,1_1_0_0_0_0_0_0_0_28,14_19,16_15_14_13_12_11_10_0_7_6,1_1_0_1_2_2_1_0_2_20,20_27,16_15_14_13_12_11_10_0_7_6,2_1_1_0_0_1_1_0_1_33,9,5,3,1,0,2
89,27,2_7,11_10_7_0_0_0_0_0_0_6,4_1_0_0_0_0_0_0_0_25,8_13,12_11_10_7_0_0_0_0_0_6,2_0_1_0_0_0_0_0_0_27,14_19,16_15_14_13_12_11_10_0_7_6,2_0_0_1_1_0_1_0_1_24,20_27,16_15_14_13_12_11_10_0_7_6,4_0_1_0_1_2_4_0_4_24,9,5,3,2,1,2
90,28,2_7,11_10_7_0_0_0_0_0_0_6,3_1_5_0_0_0_0_0_0_21,8_13,12_11_10_7_0_0_0_0_0_6,1_1_0_1_0_0_0_0_0_27,14_19,16_15_14_13_12_11_10_0_7_6,2_0_1_0_0_0_0_0_1_26,20_28,16_15_14_13_12_11_10_0_7_6,5_2_1_0_1_0_1_0_1_34,9,5,3,1,0,2
91,28,2_7,11_10_7_0_0_0_0_0_0_6,4_1_1_0_0_0_0_0_0_24,8_13,12_11_10_7_0_0_0_0_0_6,2_0_1_0_0_0_0_0_0_27,14_19,16_15_14_13_12_11_10_0_7_6,2_2_0_0_1_0_1_0_2_22,20_28,16_15_14_13_12_11_10_0_7_6,5_1_0_2_2_0_0_0_1_34,9,5,3,1,1,2
92,28,2_7,11_10_7_0_0_0_0_0_0_6,3_2_5_0_0_0_0_0_0_20,8_13,12_11_10_7_0_0_0_0_0_6,2_0_1_0_0_0_0_0_0_27,14_19,16_15_14_13_12_11_10_0_7_6,2_0_1_1_1_0_0_0_0_25,20_28,16_15_14_13_12_11_10_0_7_6,6_0_1_0_2_1_0_0_0_35,9,5,3,2,1,1
93,28,2_7,11_10_7_0_0_0_0_0_0_6,4_2_1_0_0_0_0_0_0_23,8_13,12_11_10_7_0_0_0_0_0_6,1_1_2_1_0_0_0_0_0_25,14_19,16_15_14_13_12_11_10_0_7_6,2_2_2_1_4_4_1_0_0_14,20_28,16_15_14_13_12_11_10_0_7_6,5_2_0_0_2_1_0_0_0_35,9,5,3,1,0,2
94,28,2_7,11_10_7_0_0_0_0_0_0_6,4_3_0_0_0_0_0_0_0_23,8_13,12_11_10_7_0_0_0_0_0_6,1_2_0_0_0_0_0_0_0_27,14_19,16_15_14_13_12_11_10_0_7_6,2_1_2_0_0_0_0_0_0_25,20_28,16_15_14_13_12_11_10_0_7_6,4_1_1_3_16_9_1_0_8_2,9,5,3,1,0,0
95,29,2_8,11_10_7_0_0_0_0_0_0_6,6_1_0_0_0_0_0_0_0_28,9_15,12_11_10_7_0_0_0_0_0_6,1_1_1_1_0_0_0_0_0_31,16_22,16_15_14_13_12_11_10_0_7_6,2_3_1_0_0_0_0_0_0_29,23_29,16_15_14_13_12_11_10_0_7_6,4_1_5_1_1_0_1_0_0_22,9,5,4,2,0,0
96,29,2_8,11_10_7_0_0_0_0_0_0_6,5_3_1_0_0_0_0_0_0_26,9_15,12_11_10_7_0_0_0_0_0_6,2_1_0_1_0_0_0_0_0_31,16_22,16_15_14_13_12_11_10_0_7_6,2_1_4_3_1_0_0_0_1_23,23_29,16_15_14_13_12_11_10_0_7_6,2_4_0_1_0_1_0_0_0_27,9,5,4,2,2,1
97,29,2_8,11_10_7_0_0_0_0_0_0_6,5_1_1_0_0_0_0_0_0_28,9_15,12_11_10_7_0_0_0_0_0_6,1_2_1_0_0_0_0_0_0_31,16_22,16_15_14_13_12_11_10_0_7_6,3_1_4_6_1_1_1_0_13_5,23_29,16_15_14_13_12_11_10_0_7_6,4_1_6_2_2_3_14_0_1_2,9,5,4,2,0,2
98,29,2_8,11_10_7_0_0_0_0_0_0_6,5_1_0_0_0_0_0_0_0_29,9_15,12_11_10_7_0_0_0_0_0_6,2_0_2_0_0_0_0_0_0_31,16_22,16_15_14_13_12_11_10_0_7_6,3_2_0_1_1_3_4_0_13_8,23_29,16_15_14_13_12_11_10_0_7_6,4_3_0_0_2_1_0_0_0_25,9,5,4,2,1,2
99,29,2_8,11_10_7_0_0_0_0_0_0_6,6_1_0_0_0_0_0_0_0_28,9_15,12_11_10_7_0_0_0_0_0_6,2_0_1_0_0_0_0_0_0_32,16_22,16_15_14_13_12_11_10_0_7_6,4_1_1_2_2_0_1_0_1_23,23_29,16_15_14_13_12_11_10_0_7_6,4_2_5_4_0_0_0_0_1_19,9,5,4,1,2,0
100,30,2_8,11_10_7_0_0_0_0_0_0_6,4_1_16_0_0_0_0_0_0_14,9_15,12_11_10_7_0_0_0_0_0_6,2_0_0_0_0_0_0_0_0_33,16_22,16_15_14_13_12_11_10_0_7_6,3_2_1_6_8_1_4_0_9_1,23_30,16_15_14_13_12_11_10_0_7_6,6_2_2_1_0_2_0_0_0_27,9,5,4,2,1,1
101,30,2_8,11_10_7_0_0_0_0_0_0_6,6_1_0_0_0_0_0_0_0_28,9_15,12_11_10_7_0_0_0_0_0_6,2_0_1_3_0_0_0_0_0_29,16_22,16_15_14_13_12_11_10_0_7_6,3_2_2_9_1_3_6_0_7_2,23_30,16_15_14_13_12_11_10_0_7_6,1_2_2_10_1_5_2_0_5_12,9,6,4,2,1,1
102,30,2_8,11_10_7_0_0_0_0_0_0_6,6_1_0_0_0_0_0_0_0_28,9_15,12_11_10_7_0_0_0_0_0_6,1_1_2_2_0_0_0_0_0_29,16_22,16_15_14_13_12_11_10_0_7_6,4_1_1_0_1_0_2_0_1_25,23_30,17_15_14_13_12_11_10_0_7_6,2_1_0_1_1_1_2_0_0_32,9,6,4,1,2,1
103,30,2_8,11_10_7_0_0_0_0_0_0_6,3_5_5_0_0_0_0_0_0_22,9_15,12_11_10_7_0_0_0_0_0_6,1_2_1_0_0_0_0_0_0_31,16_22,16_15_14_13_12_11_10_0_7_6,3_2_9_4_1_1_11_0_3_1,23_30,17_15_14_13_12_11_10_0_7_6,1_2_10_12_4_2_1_0_1_7,9,6,4,1,2,1
104,30,2_8,11_10_7_0_0_0_0_0_0_6,5_1_4_0_0_0_0_0_0_25,9_15,12_11_10_7_0_0_0_0_0_6,2_0_1_0_0_0_0_0_0_32,16_22,16_15_14_13_12_11_10_0_7_6,3_1_1_0_1_3_2_0_0_24,23_30,17_15_14_13_12_11_10_0_7_6,1_1_3_1_0_1_0_0_0_33,9,6,4,2,2,2
105,31,2_8,11_10_7_0_0_0_0_0_0_6,6_0_2_0_0_0_0_0_0_27,9_15,12_11_10_7_0_0_0_0_0_6,1_2_1_0_0_0_0_0_0_31,16_22,16_15_14_13_12_11_10_0_7_6,3_5_1_0_0_0_0_0_0_26,23_31,17_15_14_13_12_11_10_0_7_6,2_3_6_2_2_1_3_0_3_23,9,6,4,1,1,2
106,31,2_8,11_10_7_0_0_0_0_0_0_6,6_0_1_0_0_0_0_0_0_28,9_15,12_11_10_7_0_0_0_0_0_6,2_1_0_0_0_0_0_0_0_32,16_22,16_15_14_13_12_11_10_0_7_6,3_1_10_12_2_4_1_0_1_1,23_31,17_16_15_14_13_12_11_10_7_6,2_1_1_8_17_5_5_1_0_5,9,6,4,2,0,0
107,31,2_8,12_11_10_7_0_0_0_0_0_6,1_2_0_2_0_0_0_0_0_30,9_15,12_11_10_7_0_0_0_0_0_6,2_1_1_1_0_0_0_0_0_30,16_22,16_15_14_13_12_11_10_0_7_6,4_3_3_1_0_0_0_0_2_22,23_31,17_16_15_14_13_12_11_10_7_6,2_1_2_1_7_4_10_7_2_9,9,6,4,1,1,1
108,31,2_8,12_11_10_7_0_0_0_0_0_6,1_1_0_0_0_0_0_0_0_33,9_15,12_11_10_7_0_0_0_0_0_6,1_1_2_1_0_0_0_0_0_30,16_22,16_15_14_13_12_11_10_0_7_6,3_3_6_1_1_7_4_0_3_7,23_31,17_16_15_14_13_12_11_10_7_6,2_1_1_1_1_4_4_2_18_11,9,6,4,2,0,0
109,31,2_8,12_11_10_7_0_0_0_0_0_6,2_0_1_0_0_0_0_0_0_32,9_15,12_11_10_7_0_0_0_0_0_6,2_0_0_2_0_0_0_0_0_31,16_22,16_15_14_13_12_11_10_0_7_6,5_1_1_15_4_3_2_0_3_1,23_31,17_16_15_14_13_12_11_10_7_6,2_1_1_4_36_1_0_0_0_0,9,6,4,2,0,2
110,32,2_8,12_11_10_7_0_0_0_0_0_6,1_1_0_1_0_0_0_0_0_32,9_15,12_11_10_7_0_0_0_0_0_6,2_1_2_0_0_0_0_0_0_30,16_22,16_15_14_13_12_11_10_0_7_6,3_2_6_13_1_9_1_0_0_0,23_32,17_16_15_14_13_12_11_10_7_6,3_2_1_3_9_2_4_1_17_8,9,6,4,2,1,2
111,32,2_8,12_11_10_7_0_0_0_0_0_6,1_1_1_1_0_0_0_0_0_31,9_15,12_11_10_7_0_0_0_0_0_6,2_0_1_0_0_0_0_0_0_32,16_22,16_15_14_13_12_11_10_0_7_6,4_1_3_12_12_2_1_0_0_0,23_32,17_16_15_14_13_12_11_10_7_6,3_2_1_1_0_0_1_1_0_41,9,6,4,2,2,1
112,32,2_8,12_11_10_7_0_0_0_0_0_6,1_2_0_0_0_0_0_0_0_32,9_15,12_11_10_7_0_0_0_0_0_6,2_0_0_1_0_0_0_0_0_32,16_22,17_16_15_14_13_12_11_10_7_6,1_1_0_1_0_2_0_0_1_29,23_32,17_16_15_14_13_12_11_10_7_6,2_1_1_0_1_1_2_3_2_37,9,6,4,2,2,1
113,32,2_8,12_11_10_7_0_0_0_0_0_6,1_1_0_1_0_0_0_0_0_32,9_15,12_11_10_7_0_0_0_0_0_6,2_0_1_0_0_0_0_0_0_32,16_22,17_16_15_14_13_12_11_10_7_6,1_2_2_1_0_0_1_1_2_25,23_32,17_16_15_14_13_12_11_10_7_6,3_1_4_1_0_0_0_0_2_39,9,6,4,1,0,0
114,32,2_8,12_11_10_7_0_0_0_0_0_6,1_1_0_1_0_0_0_0_0_32,9_15,12_11_10_7_0_0_0_0_0_6,2_2_1_1_0_0_0_0_0_29,16_22,17_16_15_14_13_12_11_10_7_6,2_0_1_0_1_0_1_2_1_27,23_32,17_16_15_14_13_12_11_10_7_6,3_2_1_6_4_0_0_0_0_34,9,6,4,1,2,2
115,33,2_9,12_11_10_7_0_0_0_0_0_6,2_0_1_2_0_0_0_0_0_35,10_17,12_11_10_7_0_0_0_0_0_6,3_0_0_1_0_0_0_0_0_36,18_25,17_16_15_14_13_12_11_10_7_6,1_3_0_1_0_2_0_1_1_31,26_33,17_16_15_14_13_12_11_10_7_6,2_2_2_0_1_0_0_1_3_29,9,6,4,2,1,1
116,33,2_9,12_11_10_7_0_0_0_0_0_6,1_2_1_1_0_0_0_0_0_35,10_17,12_11_10_7_0_0_0_0_0_6,2_1_0_0_0_0_0_0_0_37,18_25,17_16_15_14_13_12_11_10_7_6,2_2_0_0_0_0_1_4_0_31,26_33,17_16_15_14_13_12_11_10_7_6,3_0_1_1_0_1_0_0_1_33,9,6,4,2,0,0
117,33,2_9,12_11_10_7_0_0_0_0_0_6,2_1_0_0_0_0_0_0_0_37,10_17,12_11_10_7_0_0_0_0_0_6,2_2_0_0_0_0_0_0_0_36,18_25,17_16_15_14_13_12_11_10_7_6,3_0_0_2_1_2_1_1_2_28,26_33,17_16_15_14_13_12_11_10_7_6,4_0_0_1_3_1_2_4_1_24,9,6,4,2,1,1
118,33,2_9,12_11_10_7_0_0_0_0_0_6,1_1_4_0_0_0_0_0_0_34,10_17,12_11_10_7_0_0_0_0_0_6,3_0_0_1_0_0_0_0_0_36,18_25,17_16_15_14_13_12_11_10_7_6,2_1_1_2_1_1_2_5_6_19,26_33,17_16_15_14_13_12_11_10_7_6,3_1_1_0_1_1_0_1_2_30,9,6,4,1,0,2
119,33,2_9,12_11_10_7_0_0_0_0_0_6,2_1_0_0_0_0_0_0_0_37,10_17,12_11_10_7_0_0_0_0_0_6,2_1_1_0_0_0_0_0_0_36,18_25,17_16_15_14_13_12_11_10_7_6,2_1_0_1_1_1_1_0_0_33,26_33,17_16_15_14_13_12_11_10_7_6,4_1_1_0_1_1_0_1_1_30,9,6,4,2,0,1
120,34,2_9,12_11_10_7_0_0_0_0_0_6,2_0_0_1_0_0_0_0_0_37,10_17,12_11_10_7_0_0_0_0_0_6,3_1_0_0_0_0_0_0_0_36,18_25,17_16_15_14_13_12_11_10_7_6,3_0_1_0_1_0_1_1_1_32,26_34,17_16_15_14_13_12_11_10_7_6,4_0_1_1_3_5_1_1_2_27,9,6,4,2,1,1
121,34,2_9,12_11_10_7_0_0_0_0_0_6,1_2_0_0_0_0_0_0_0_37,10_17,12_11_10_7_0_0_0_0_0_6,2_1_6_3_0_0_0_0_0_28,18_25,17_16_15_14_13_12_11_10_7_6,2_1_3_1_2_0_1_1_1_28,26_34,17_16_15_14_13_12_11_10_7_6,4_1_0_1_1_1_2_16_1_18,9,6,4,1,2,2
122,34,2_9,12_11_10_7_0_0_0_0_0_6,1_1_5_3_0_0_0_0_0_30,10_17,12_11_10_7_0_0_0_0_0_6,2_2_0_0_0_0_0_0_0_36,18_25,17_16_15_14_13_12_11_10_7_6,3_0_0_1_0_0_0_0_0_36,26_34,17_16_15_14_13_12_11_10_7_6,4_1_1_1_9_15_9_4_1_0,10,6,4,2,2,0
123,34,2_9,12_11_10_7_0_0_0_0_0_6,1_1_1_1_0_0_0_0_0_36,10_17,12_11_10_7_0_0_0_0_0_6,2_3_1_1_0_0_0_0_0_33,18_25,17_16_15_14_13_12_11_10_7_6,2_2_1_0_1_0_2_1_0_31,26_34,17_16_15_14_13_12_11_10_7_6,4_1_4_2_0_2_0_1_2_29,10,6,4,1,0,0
124,34,2_9,12_11_10_7_0_0_0_0_0_6,2_0_1_1_0_0_0_0_0_36,10_17,12_11_10_7_0_0_0_0_0_6,2_3_0_1_0_0_0_0_0_34,18_25,17_16_15_14_13_12_11_10_7_6,3_1_0_1_0_1_0_1_1_32,26_34,17_16_15_14_13_12_11_10_7_6,5_0_1_1_1_1_1_0_1_34,10,6,4,1,1,2
125,35,2_9,12_11_10_7_0_0_0_0_0_6,2_0_1_0_0_0_0_0_0_37,10_17,12_11_10_7_0_0_0_0_0_6,2_1_2_1_0_0_0_0_0_34,18_25,17_16_15_14_13_12_11_10_7_6,3_1_1_0_0_0_0_1_2_32,26_35,17_16_15_14_13_12_11_10_7_6,6_1_0_1_1_0_0_1_0_40,10,6,4,1,1,1
126,35,2_9,12_11_10_7_0_0_0_0_0_6,1_3_0_0_0_0_0_0_0_36,10_17,12_11_10_7_0_0_0_0_0_6,2_1_1_6_0_0_0_0_0_30,18_25,17_16_15_14_13_12_11_10_7_6,3_1_0_1_2_1_1_2_0_29,26_35,17_16_15_14_13_12_11_10_7_6,6_0_1_1_1_9_27_3_1_1,10,6,4,2,1,2
127,35,2_9,12_11_10_7_0_0_0_0_0_6,2_1_0_1_0_0_0_0_0_36,10_17,12_11_10_7_0_0_0_0_0_6,3_0_0_1_0_0_0_0_0_36,18_25,17_16_15_14_13_12_11_10_7_6,3_2_1_2_0_1_1_0_1_29,26_35,17_16_15_14_13_12_11_10_7_6,4_2_16_2_1_2_10_5_5_3,10,6,4,2,0,2
128,35,2_9,12_11_10_7_0_0_0_0_0_6,2_0_1_1_0_0_0_0_0_36,10_17,12_11_10_7_0_0_0_0_0_6,2_2_1_2_0_0_0_0_0_33,18_25,17_16_15_14_13_12_11_10_7_6,2_2_0_1_0_1_0_1_4_29,26_35,17_16_15_14_13_12_11_10_7_6,4_1_1_6_1_6_3_1_2_25,10,6,4,2,2,0
129,35,2_9,12_11_10_7_0_0_0_0_0_6,2_1_0_1_0_0_0_0_0_36,10_17,12_11_10_7_0_0_0_0_0_6,2_2_1_2_0_0_0_0_0_33,18_25,17_16_15_14_13_12_11_10_7_6,3_2_1_2_2_12_0_1_1_16,26_35,17_16_15_14_13_12_11_10_7_6,6_2_1_2_3_0_2_0_1_33,10,6,4,1,0,1
130,36,2_9,12_11_10_7_0_0_0_0_0_6,1_2_3_0_0_0_0_0_0_34,10_17,12_11_10_7_0_0_0_0_0_6,2_1_4_6_0_0_0_0_0_27,18_25,17_16_15_14_13_12_11_10_7_6,2_4_4_0_0_0_1_0_0_29,26_36,17_16_15_14_13_12_11_10_7_6,5_6_4_11_8_20_1_0_0_0,10,6,4,1,1,0
131,36,2_9,12_11_10_7_0_0_0_0_0_6,1_1_3_1_0_0_0_0_0_34,10_17,12_11_10_7_0_0_0_0_0_6,2_2_0_2_0_0_0_0_0_34,18_25,17_16_15_14_13_12_11_10_7_6,3_3_2_0_1_1_0_1_1_28,26_36,17_16_15_14_13_12_11_10_7_6,8_1_1_1_2_1_0_0_0_41,10,6,4,1,2,1
132,36,2_9,12_11_10_7_0_0_0_0_0_6,1_2_0_1_0_0_0_0_0_36,10_17,12_11_10_7_0_0_0_0_0_6,3_1_0_0_0_0_0_0_0_36,18_25,17_16_15_14_13_12_11_10_7_6,4_1_1_2_0_1_0_0_1_30,26_36,18_16_15_14_13_12_11_10_7_6,2_6_2_0_1_0_0_0_0_44,10,6,4,2,1,2
133,36,2_9,12_11_10_7_0_0_0_0_0_6,2_2_0_1_0_0_0_0_0_35,10_17,12_11_10_7_0_0_0_0_0_6,3_1_0_0_0_0_0_0_0_36,18_25,17_16_15_14_13_12_11_10_7_6,4_1_0_1_2_0_1_0_0_31,26_36,18_16_15_14_13_12_11_10_7_6,2_3_0_1_0_1_1_0_0_47,10,6,4,1,1,0
134,36,2_9,12_11_10_7_0_0_0_0_0_6,2_0_1_0_0_0_0_0_0_37,10_17,12_11_10_7_0_0_0_0_0_6,3_0_1_1_0_0_0_0_0_35,18_25,17_16_15_14_13_12_11_10_7_6,3_4_5_0_0_0_0_0_2_26,26_36,18_16_15_14_13_12_11_10_7_6,2_1_3_0_1_0_1_2_1_44,10,6,4,2,1,2
135,37,2_10,12_11_10_7_0_0_0_0_0_6,2_1_3_1_0_0_0_0_0_38,11_19,12_11_10_7_0_0_0_0_0_6,2_4_0_0_0_0_0_0_0_39,20_28,17_16_15_14_13_12_11_10_7_6,4_3_3_13_5_1_1_1_2_12,29_37,18_16_15_14_13_12_11_10_7_6,1_5_1_3_2_10_6_8_1_8,10,6,5,1,2,0
136,37,2_10,12_11_10_7_0_0_0_0_0_6,2_1_0_1_0_0_0_0_0_41,11_19,12_11_10_7_0_0_0_0_0_6,3_1_0_2_0_0_0_0_0_39,20_28,17_16_15_14_13_12_11_10_7_6,4_1_0_0_2_0_2_0_1_35,29_37,18_16_15_14_13_12_11_10_7_6,1_3_1_5_4_3_2_1_0_25,10,6,5,2,0,2
137,37,2_10,12_11_10_7_0_0_0_0_0_6,2_1_1_0_0_0_0_0_0_41,11_19,12_11_10_7_0_0_0_0_0_6,3_1_1_1_0_0_0_0_0_39,20_28,17_16_15_14_13_12_11_10_7_6,4_4_1_0_1_0_0_2_0_33,29_37,18_17_16_15_14_13_12_11_10_7,2_1_0_1_1_0_1_0_0_39,10,6,5,3,0,0
138,37,2_10,12_11_10_7_0_0_0_0_0_6,2_1_1_1_0_0_0_0_0_40,11_19,12_11_10_7_0_0_0_0_0_6,3_0_1_3_0_0_0_0_0_38,20_28,17_16_15_14_13_12_11_10_7_6,5_4_1_1_0_1_1_1_3_28,29_37,18_17_16_15_14_13_12_11_10_7,2_1_0_0_0_0_0_0_1_41,10,6,5,3,0,2
139,37,2_10,12_11_10_7_0_0_0_0_0_6,2_2_1_0_0_0_0_0_0_40,11_19,12_11_10_7_0_0_0_0_0_6,2_4_1_0_0_0_0_0_0_38,20_28,17_16_15_14_13_12_11_10_7_6,4_2_1_19_16_2_1_0_0_0,29_37,18_17_16_15_14_13_12_11_10_7,2_1_1_0_0_1_0_1_1_38,10,6,5,3,1,1
140,38,2_10,12_11_10_7_0_0_0_0_0_6,2_0_1_1_0_0_0_0_0_41,11_19,12_11_10_7_0_0_0_0_0_6,3_0_1_0_0_0_0_0_0_41,20_28,18_17_16_15_14_13_12_11_7_6,1_1_0_0_2_0_2_1_0_38,29_38,18_17_16_15_14_13_12_11_10_7,2_1_6_3_4_0_1_1_4_28,10,6,5,1,1,0
141,38,2_10,12_11_10_7_0_0_0_0_0_6,2_0_2_0_0_0_0_0_0_41,11_19,12_11_10_7_0_0_0_0_0_6,2_1_3_2_0_0_0_0_0_37,20_28,18_17_16_15_14_13_12_11_7_6,2_0_2_0_0_2_2_0_0_37,29_38,18_17_16_15_14_13_12_11_10_7,2_1_1_1_1_1_1_1_1_40,10,6,5,2,0,0
142,38,2_10,12_11_10_7_0_0_0_0_0_6,2_1_3_5_0_0_0_0_0_34,11_19,12_11_10_7_0_0_0_0_0_6,3_1_5_0_0_0_0_0_0_36,20_28,18_17_16_15_14_13_12_11_7_6,1_1_2_0_0_0_1_0_7_33,29_38,18_17_16_15_14_13_12_11_10_7,2_1_2_0_0_0_1_2_1_41,10,6,5,2,0,0
143,38,2_10,12_11_10_7_0_0_0_0_0_6,2_1_1_1_0_0_0_0_0_40,11_19,12_11_10_7_0_0_0_0_0_6,2_3_3_4_0_0_0_0_0_33,20_28,18_17_16_15_14_13_12_11_7_6,1_2_1_1_8_9_11_2_2_8,29_38,18_17_16_15_14_13_12_11_10_7,2_1_4_12_3_9_1_6_7_5,10,6,5,3,0,2
